message_id,channel_name,detected_class,confidence_score,image_category
189007,tikvahpharma,bottle,0.376412570476532,product_display
189007,tikvahpharma,bottle,0.3721877336502075,product_display
189007,tikvahpharma,bottle,0.3282669186592102,product_display
189007,tikvahpharma,bottle,0.3277134299278259,product_display
189007,tikvahpharma,bottle,0.3142871558666229,product_display
189007,tikvahpharma,bottle,0.3072512447834015,product_display
189007,tikvahpharma,bottle,0.301473468542099,product_display
189007,tikvahpharma,bottle,0.29639577865600586,product_display
189007,tikvahpharma,bottle,0.2871842682361603,product_display
189007,tikvahpharma,bottle,0.2816593647003174,product_display
189007,tikvahpharma,bottle,0.27292725443840027,product_display
189010,tikvahpharma,person,0.4294895529747009,lifestyle
189011,tikvahpharma,chair,0.8901025056838989,promotional
189011,tikvahpharma,person,0.8611939549446106,promotional
189011,tikvahpharma,person,0.8490026593208313,promotional
189011,tikvahpharma,keyboard,0.7714895606040955,promotional
189011,tikvahpharma,cup,0.7606677412986755,promotional
189011,tikvahpharma,person,0.7362161874771118,promotional
189011,tikvahpharma,person,0.726465106010437,promotional
189011,tikvahpharma,tv,0.7125744819641113,promotional
189011,tikvahpharma,mouse,0.654420018196106,promotional
189011,tikvahpharma,laptop,0.5155066251754761,promotional
189011,tikvahpharma,remote,0.402322918176651,promotional
189011,tikvahpharma,tv,0.29061800241470337,promotional
189011,tikvahpharma,remote,0.25644636154174805,promotional
189012,tikvahpharma,person,0.8354420065879822,lifestyle
189012,tikvahpharma,person,0.8084021210670471,lifestyle
189012,tikvahpharma,person,0.7867549657821655,lifestyle
189012,tikvahpharma,person,0.7531135082244873,lifestyle
189012,tikvahpharma,person,0.7296735644340515,lifestyle
189012,tikvahpharma,person,0.7215356230735779,lifestyle
189012,tikvahpharma,person,0.7167108654975891,lifestyle
189012,tikvahpharma,person,0.6931754946708679,lifestyle
189012,tikvahpharma,person,0.6759045720100403,lifestyle
189012,tikvahpharma,person,0.6072872281074524,lifestyle
189012,tikvahpharma,person,0.5692200660705566,lifestyle
189012,tikvahpharma,person,0.5493795871734619,lifestyle
189012,tikvahpharma,person,0.4830358922481537,lifestyle
189012,tikvahpharma,person,0.4443505108356476,lifestyle
189012,tikvahpharma,person,0.3351031243801117,lifestyle
189012,tikvahpharma,person,0.3075951337814331,lifestyle
189013,tikvahpharma,person,0.904303252696991,lifestyle
189013,tikvahpharma,person,0.8694289922714233,lifestyle
189013,tikvahpharma,person,0.8672882318496704,lifestyle
189013,tikvahpharma,person,0.8557617664337158,lifestyle
189013,tikvahpharma,person,0.8130081295967102,lifestyle
189013,tikvahpharma,person,0.7844235897064209,lifestyle
189013,tikvahpharma,person,0.7647286057472229,lifestyle
189013,tikvahpharma,person,0.7156869173049927,lifestyle
189013,tikvahpharma,person,0.6814693808555603,lifestyle
189013,tikvahpharma,tennis racket,0.3743763864040375,lifestyle
189013,tikvahpharma,tennis racket,0.30457305908203125,lifestyle
189013,tikvahpharma,person,0.2683134973049164,lifestyle
189014,tikvahpharma,person,0.8708752989768982,lifestyle
189014,tikvahpharma,person,0.8453980088233948,lifestyle
189014,tikvahpharma,person,0.8384603261947632,lifestyle
189014,tikvahpharma,person,0.7887064814567566,lifestyle
189014,tikvahpharma,person,0.7703568935394287,lifestyle
189014,tikvahpharma,person,0.7443380355834961,lifestyle
189014,tikvahpharma,person,0.7110410928726196,lifestyle
189014,tikvahpharma,handbag,0.6611003279685974,lifestyle
189014,tikvahpharma,person,0.6463932991027832,lifestyle
189014,tikvahpharma,person,0.6220585107803345,lifestyle
189014,tikvahpharma,person,0.6100261211395264,lifestyle
189014,tikvahpharma,person,0.5885430574417114,lifestyle
189014,tikvahpharma,person,0.5448474287986755,lifestyle
189014,tikvahpharma,book,0.3239890933036804,lifestyle
189014,tikvahpharma,person,0.29979977011680603,lifestyle
189014,tikvahpharma,handbag,0.29920679330825806,lifestyle
189014,tikvahpharma,handbag,0.28700488805770874,lifestyle
189014,tikvahpharma,book,0.2614288330078125,lifestyle
189015,tikvahpharma,person,0.8516660928726196,lifestyle
189015,tikvahpharma,person,0.8322117328643799,lifestyle
189015,tikvahpharma,person,0.831761360168457,lifestyle
189015,tikvahpharma,person,0.8005750775337219,lifestyle
189015,tikvahpharma,person,0.7608383893966675,lifestyle
189015,tikvahpharma,person,0.7451947331428528,lifestyle
189015,tikvahpharma,person,0.7163182497024536,lifestyle
189015,tikvahpharma,person,0.679642379283905,lifestyle
189015,tikvahpharma,person,0.6785178184509277,lifestyle
189015,tikvahpharma,person,0.6679815053939819,lifestyle
189015,tikvahpharma,person,0.620168149471283,lifestyle
189015,tikvahpharma,person,0.6142057180404663,lifestyle
189015,tikvahpharma,person,0.5342726111412048,lifestyle
189015,tikvahpharma,person,0.5025405883789062,lifestyle
189015,tikvahpharma,person,0.43660759925842285,lifestyle
189016,tikvahpharma,person,0.9118747711181641,lifestyle
189016,tikvahpharma,person,0.8959901928901672,lifestyle
189016,tikvahpharma,person,0.8940274119377136,lifestyle
189016,tikvahpharma,person,0.8843462467193604,lifestyle
189016,tikvahpharma,person,0.8766632080078125,lifestyle
189016,tikvahpharma,person,0.8610678315162659,lifestyle
189016,tikvahpharma,person,0.843985915184021,lifestyle
189016,tikvahpharma,person,0.8169718384742737,lifestyle
189016,tikvahpharma,person,0.7387258410453796,lifestyle
189017,tikvahpharma,person,0.8632500171661377,lifestyle
189017,tikvahpharma,person,0.8368319272994995,lifestyle
189017,tikvahpharma,person,0.805790364742279,lifestyle
189017,tikvahpharma,tv,0.7448290586471558,lifestyle
189017,tikvahpharma,remote,0.3879770338535309,lifestyle
189017,tikvahpharma,chair,0.2817497253417969,lifestyle
189018,tikvahpharma,person,0.8415621519088745,lifestyle
189018,tikvahpharma,person,0.8094689846038818,lifestyle
189018,tikvahpharma,person,0.7914937138557434,lifestyle
189018,tikvahpharma,person,0.7610772848129272,lifestyle
189018,tikvahpharma,person,0.7375532388687134,lifestyle
189019,tikvahpharma,person,0.9120907187461853,lifestyle
189019,tikvahpharma,person,0.8492982387542725,lifestyle
189019,tikvahpharma,person,0.8418749570846558,lifestyle
189019,tikvahpharma,person,0.5818972587585449,lifestyle
189019,tikvahpharma,person,0.40021950006484985,lifestyle
189019,tikvahpharma,teddy bear,0.35342854261398315,lifestyle
189020,tikvahpharma,person,0.9248759150505066,lifestyle
189020,tikvahpharma,person,0.8379270434379578,lifestyle
189020,tikvahpharma,person,0.8015182018280029,lifestyle
189020,tikvahpharma,person,0.7969400882720947,lifestyle
189020,tikvahpharma,potted plant,0.6292633414268494,lifestyle
189020,tikvahpharma,person,0.5979868173599243,lifestyle
189020,tikvahpharma,cell phone,0.495329886674881,lifestyle
189020,tikvahpharma,person,0.42713063955307007,lifestyle
189020,tikvahpharma,person,0.4265732765197754,lifestyle
189020,tikvahpharma,person,0.4226500988006592,lifestyle
189020,tikvahpharma,person,0.4214659631252289,lifestyle
189020,tikvahpharma,person,0.4173513948917389,lifestyle
189020,tikvahpharma,person,0.4068254828453064,lifestyle
189020,tikvahpharma,cake,0.4027184545993805,lifestyle
189020,tikvahpharma,person,0.39222368597984314,lifestyle
189020,tikvahpharma,person,0.35196545720100403,lifestyle
189020,tikvahpharma,person,0.30269238352775574,lifestyle
